"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2016,"Exports","Kazakhstan",202,6031,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,26053,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,40719,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,16068,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,72149,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,64058,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Exports","Kazakhstan",202,47040,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,5741,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Exports","Kazakhstan",202,71530,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Imports","Kazakhstan",202,59137,"Таможенный союз Казахстан, Россия, Белорусь"
2016,"Exports","Kazakhstan",202,13808,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,700,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,9804300,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,3500,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,9314000,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,82400,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,7327300,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,77600,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,8520100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,96900,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,9015600,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,44600,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,11872400,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,62100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,10788100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,44700,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,12308600,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,84100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,10376400,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,16300,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,11232900,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,56100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,14050100,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Belarus",202,32700,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Belarus",202,14407000,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,24410,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,84085,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,98039,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,150487,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,48413,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,144771,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,28361,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,195384,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,73907,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,164770,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,210102,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,439805,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,13044,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,712712,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,14972,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,610627,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,24890,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,561298,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,62759,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Imports","Kazakhstan",202,242221,"Таможенный союз Казахстан, Россия, Белорусь"
2017,"Exports","Kazakhstan",202,33280,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,172600,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,12236300,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,366200,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,12335400,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,485700,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,12089300,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,302400,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,10388100,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,321300,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,10575300,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,330800,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,12044200,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,258200,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,10825500,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,354900,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,13301000,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,356100,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,10946800,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,452700,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,12975000,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,484200,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,15827400,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Belarus",202,349000,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Belarus",202,14081100,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,283918,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,35044,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,218089,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,16581,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,434413,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,17352,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,253731,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,19163,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,343125,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,92143,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,496939,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,80430,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,233398,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,73028,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,351120,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,35442,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,208134,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,225963,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,341320,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,272959,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,124182,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,289453,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Imports","Kazakhstan",202,156970,"Таможенный союз Казахстан, Россия, Белорусь"
2018,"Exports","Kazakhstan",202,1485765,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,399300,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,9137200,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,362600,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,10280100,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,418700,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,9667900,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,732700,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,12019200,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,363500,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,10394900,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,376200,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,14034300,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,459700,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,15617400,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,431500,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,13103600,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,522400,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,11890600,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,762500,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,13774400,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,561200,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,12007400,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Belarus",202,611900,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Belarus",202,15411700,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,210847,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,211889,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,244316,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,75075,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,290158,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,56329,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,235136,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,159629,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,259103,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,54832,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,443600,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,148339,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,195337,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,61094,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,215389,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,35540,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,282260,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,104950,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,327396,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,139335,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,662575,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,5897,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Imports","Kazakhstan",202,642388,"Таможенный союз Казахстан, Россия, Белорусь"
2019,"Exports","Kazakhstan",202,1749,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,444800,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,12950300,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,444600,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11815300,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,387200,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11536200,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,364400,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11928100,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,423500,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,12905000,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,393700,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,13498800,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,635800,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,14742600,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,431900,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11736000,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,500900,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11335300,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,403600,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,11134300,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Imports","Belarus",202,341700,"Таможенный союз Казахстан, Россия, Белорусь"
2020,"Exports","Belarus",202,10192500,"Таможенный союз Казахстан, Россия, Белорусь"
2010,"Imports","Kazakhstan",203,14879,"Таможенный союз Казахстан, Россия, Белорусь"
2010,"Imports","Kazakhstan",203,9277,"Таможенный союз Казахстан, Россия, Белорусь"
2010,"Imports","Kazakhstan",203,788,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,17525000,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Belarus",203,76900,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,19749800,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Belarus",203,1200,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,17248400,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,17443900,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,21161300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Belarus",203,14700,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,20441400,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Belarus",203,5700,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,22408200,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Belarus",203,73900,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,13494700,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,11274900,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,11961100,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,7059300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Belarus",203,3475300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,238,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,383,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,37559,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Kazakhstan",203,70446,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Kazakhstan",203,116827,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,651,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Kazakhstan",203,35864,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,1300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Kazakhstan",203,145100,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,17800,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,1200,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Exports","Kazakhstan",203,221400,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,23300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,7300,"Таможенный союз Казахстан, Россия, Белорусь"
2011,"Imports","Kazakhstan",203,180100,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,467800,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,9418200,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,135000,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,20853500,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,17438600,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,8876500,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,17043100,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,14802200,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,20565100,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,6849000,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,22564800,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,225000,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,25155800,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,8100,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,26974500,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,76900,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,19867800,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,87500,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,14171800,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Belarus",203,45200,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,10273400,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Belarus",203,12910100,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,44340,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,17380,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,3700,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,100400,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,85950,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,116000,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,17330,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,27500,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,71750,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,27870,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,226530,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,41300,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,88650,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,9520,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,6570,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,760,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Imports","Kazakhstan",203,19750,"Таможенный союз Казахстан, Россия, Белорусь"
2012,"Exports","Kazakhstan",203,19840,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,9470100,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,54500,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,6952200,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,3600,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,13862900,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,23600,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,13730500,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,68400,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,20461600,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,159900,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,15324600,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,163100,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,19277600,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,131000,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,15592200,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,26500,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,105200,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Belarus",203,203700,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,1073900,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,2142500,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Belarus",203,8989500,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,16605,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,9616,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,7463,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,35020,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,88244,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,44783,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,7786,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,12060,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,43523,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,48587,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,71498,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,84226,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,46735,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,21541,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,49917,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,79534,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Exports","Kazakhstan",203,784,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Kazakhstan",203,260264,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Russian Federation",203,138543,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Re-imports","Russian Federation",203,138543,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Russian Federation",203,94241,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Re-imports","Russian Federation",203,94241,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Russian Federation",203,778,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Re-imports","Russian Federation",203,778,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Imports","Russian Federation",203,578,"Таможенный союз Казахстан, Россия, Белорусь"
2013,"Re-imports","Russian Federation",203,578,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,35800,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,5060200,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,22600,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,4403400,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,271500,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,2209700,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,1370400,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,1840500,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,3046600,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,314500,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,439000,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,3269900,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,4874000,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,7566400,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Imports","Belarus",203,4831700,"Таможенный союз Казахстан, Россия, Белорусь"
2014,"Exports","Belarus",203,13529300,"Таможенный союз Казахстан, Россия, Белорусь"
